Id,Rating,Comment,ProductName,Helpfulness_Score,CommentDate,ProductUrl,SubCategory,Raw_Comment,Sentiment
97553649441,5,tb data cho mỗi chuyến đi 1 soạn st7k gửi 191 7 k_có 1 gb 2 soạn 5 g10 gửi 191 10 k_có 6 gb ưu_đãi sử_dụng đến 24 h ngày đăng_ký các gói cước gia_hạn theo ngày chi_tiết lh 198 0 đ,Cân Điện Tử METIS Sạc USB Kết Nối Bluetooth Phân Tích Chỉ Số Cơ Thể Trọng Lượng Tối Đa 180kg,1,2026-05-04,https://shopee.vn/product/541665853/24614009220,Electronic,"[TB] DATA CHO MỖI CHUYẾN ĐI!
1. Soạn ST7K gửi 191: 7K có 1GB
2. Soạn 5G10 gửi 191: 10K có 6GB
Ưu đãi sử dụng đến 24h ngày đăng ký. Các gói cước gia hạn theo ngày. Chi tiết LH 198 (0đ).",1
97553278639,5,kinh_nghiệm sử_dụng chưa có mới dùng được vài ngày giao hàng nhanh_nhiệt lên nhanh không_lâu dùng khá ổn phù_hợp ví tiền,"Lược Chải Tóc Điện Ion Âm METIS Lược Duỗi Thẳng, Bảo Vệ Tóc Cao Cấp Với 50 Triệu Ion Âm",1,2026-05-04,https://shopee.vn/product/541665853/28405636063,Electronic,"Kinh nghiệm sử dụng:chưa có, mới dùng được vài ngày

Giao hàng nhanh, nhiệt lên nhanh, k lâu. Dùng khá ổn phù hợp ví tiền",1
97553118929,5,độ chính_xác tôi cảm_thấy cân rất chuẩn và rất chính_xác sau nhiều lần cân kết_nối bluetooth kết_nối bkuetooth đễ_dàng theo_dõi sức_khỏe thông_qua các chỉ_số cơ_thể thiết_kế thiết_kế nhỏ gọn_sắc nét bogocs tránh va_chạm vào cơ_thể mặt kính_rqats chắc_chắn rất đáng tiền để mua với giá 110 săn sale là quá ưng,Cân Điện Tử METIS Sạc USB Kết Nối Bluetooth Phân Tích Chỉ Số Cơ Thể Trọng Lượng Tối Đa 180kg,1,2026-05-04,https://shopee.vn/product/541665853/24614009220,Electronic,"Độ chính xác:Tôi cảm thấy cân rất chuẩn và rất chính xác sau nhiều lần cân
Kết nối Bluetooth:Kết nối Bkuetooth đễ dàng theo dõi sức khỏe thông qua các chỉ số cơ thể
Thiết kế:Thiết kế nhỏ gọn, sắc nét, bogocs tránh va chạm vào cơ thể, mặt kính rqats chắc chắn

Rất đáng tiền để mua với giá 110 săn sale là quá ưng",1
97550305003,5,bị gãy nắp nhưng không sao_bì tôi đẹp zai và dễ_tính,Cân Điện Tử METIS Sạc USB Kết Nối Bluetooth Phân Tích Chỉ Số Cơ Thể Trọng Lượng Tối Đa 180kg,1,2026-05-04,https://shopee.vn/product/541665853/24614009220,Electronic,bị gãy nắp nhưng không sao bì tôi đẹp zai và dễ tính,1
97550208717,5,giữ nhiệt_giữ nhiệt khá tốt đồ_ăn vẫn ấm chất_liệu dễ vệ_sinh chắc_chắn có lót bên trong,"Hộp Đựng Cơm Túi Đựng Cơm Trưa Giữ Nhiệt Văn Phòng Cách Nhiệt, Combo 3 Ngăn Đựng Thức Ăn 2 Lớp Bằng Thép Không Gỉ 304",1,2026-05-04,https://shopee.vn/product/541665853/24025177675,Electronic,"Giữ nhiệt:giữ nhiệt khá tốt, đồ ăn vẫn ấm
Chất liệu:dễ vệ sinh, chắc chắn, có lót bên trong",1
97550190694,5,đóng_gói sản_phẩm chắc_chắn chua sử_dụng chưa biết giữ nhiệt có tốt không hi_vọng được lâu inox 304 chắc_chắn dễ vệ_sinh có kèm đũa thìa,"Hộp Đựng Cơm Túi Đựng Cơm Trưa Giữ Nhiệt Văn Phòng Cách Nhiệt, Combo 3 Ngăn Đựng Thức Ăn 2 Lớp Bằng Thép Không Gỉ 304",1,2026-05-04,https://shopee.vn/product/541665853/24025177675,Electronic,"Đóng gói sản phẩm chắc chắn,chua sử dụng chưa biết giữ nhiệt có tốt không ,hi vọng dc lâu ,inox 304 chắc chắn ,dễ vệ sinh có kèm đũa thìa ,",1
97550078395,5,tốc_độ nhanh chế_độ nhiều mức tiếng ồn_hơi to mua về nhưng chưa sử_dụng cũng ít xài nhưng thấy xinh cũng mua cho có hihi chất_lượng thì chưa thử nên cũng không_biết có bền không_nữa vẫn cho cửa_hàng 5 seo ủng_hộ nhé,Máy Sấy Tóc Ion Âm 5in1 METIS Không Cánh Quạt 3 Tốc Độ Công Suất 2200W 2 Chiều Tặng Kèm Đầu Sấy,1,2026-05-04,https://shopee.vn/product/541665853/26205629994,Electronic,"Tốc độ:nhanh
Chế độ:nhiều mức
Tiếng ồn:hơi to

Mua về nhưng chưa sử dụng, cũng ít xài nhưng thấy xinh cũng mua cho có hihi, chất lượng thì chưa thử nên cũng không biết có bền không nữa, vẫn cho shop 5 seo ủng hộ nhé",1
97549853224,5,ảnh và video chỉ mang tính_chất nhận xu cjgdvjkkyewrgbkoutvb,"Hộp Đựng Cơm Túi Đựng Cơm Trưa Giữ Nhiệt Văn Phòng Cách Nhiệt, Combo 3 Ngăn Đựng Thức Ăn 2 Lớp Bằng Thép Không Gỉ 304",1,2026-05-04,https://shopee.vn/product/541665853/24025177675,Electronic,"Ảnh và video chỉ mang tính chất nhận xu
Cjgdvjkkyewrgbkoutvb",1
97548292531,5,giao hàng nhanh chất_lượng sản_phẩm ngoài mong_đợi mình rất thích sản_phẩm này,"Cân Tiểu Ly Điện Tử Nhà Bếp 1g-10kg, 0,1g- 5kg METIS Độ Chính Xác Cao, Chất Liệu Hợp Kim Thép Bền Bỉ Tặng Kèm 2 pin",1,2026-05-04,https://shopee.vn/product/541665853/24522403881,Electronic,Giao hàng nhanh. Chất lượng sản phẩm ngoài mong đợi. Mình rất thích sản phẩm này.,1
97548283207,5,nói_chung nhìn đẹp_mắt chắc_chắn sử_dụng không_biết bền hay không_nhưng thử gối mát_xa rất tốt_nha giao hàng siêu nhanh bọc hàng cũng cẩn_thận ưng,"Hộp Đựng Cơm Túi Đựng Cơm Trưa Giữ Nhiệt Văn Phòng Cách Nhiệt, Combo 3 Ngăn Đựng Thức Ăn 2 Lớp Bằng Thép Không Gỉ 304",1,2026-05-04,https://shopee.vn/product/541665853/24025177675,Electronic,"Nói chung nhìn đẹp mắt, chắc chắn. Sử dụng không biết bền hay không nhưng thử gối mát xa rất OK nha…. Ship siêu nhanh, bọc hàng cũng cẩn thận. Ưng.",1
97548164051,5,thiết_kế tiện_lợi bị rách 1 chỗ nhưng thôi không_sao,"Hộp Đựng Cơm Túi Đựng Cơm Trưa Giữ Nhiệt Văn Phòng Cách Nhiệt, Combo 3 Ngăn Đựng Thức Ăn 2 Lớp Bằng Thép Không Gỉ 304",1,2026-05-04,https://shopee.vn/product/541665853/24025177675,Electronic,"Thiết kế:tiện lợi

Bị rách 1 chỗ nhưng thôi không sao",1
97547598743,5,hình_ảnh chỉ mang tính_chất lấy xu còn sản_phẩm thì mình thấy cũng khá là tốt,Cân Điện Tử METIS Sạc USB Kết Nối Bluetooth Phân Tích Chỉ Số Cơ Thể Trọng Lượng Tối Đa 180kg,1,2026-05-04,https://shopee.vn/product/541665853/24614009220,Electronic,Hình ảnh chỉ mang tính chất lấy xu còn sản phẩm thì mình thấy cũng khá là oke,1
97547499925,5,tốc_độ sấy nhanh chế_độ nhiều mức gió và nhiều mức nhiệt để tùy_chỉnh tiếng ồn_k ồn_tí mô,Máy Sấy Tóc Ion Âm 5in1 METIS Không Cánh Quạt 3 Tốc Độ Công Suất 2200W 2 Chiều Tặng Kèm Đầu Sấy,1,2026-05-04,https://shopee.vn/product/541665853/26205629994,Electronic,"Tốc độ:sấy nhanh
Chế độ:nhiều mức gió và nhiều mức nhiệt để tuỳ chỉnh
Tiếng ồn:k ồn tí mô",1
97518168368,5,độ_chính_xác cân có độ_chính_xác ổn chất_liệu không_biết thiết_kế rất nhỏ nhìn_chung xài ổn_hợp giá tiền,"Cân Tiểu Ly Điện Tử Nhà Bếp 1g-10kg, 0,1g- 5kg METIS Độ Chính Xác Cao, Chất Liệu Hợp Kim Thép Bền Bỉ Tặng Kèm 2 pin",1,2026-05-03,https://shopee.vn/product/541665853/24522403881,Electronic,"Độ chính xác:cân có độ chính xác ổn
Chất liệu:không biết
Thiết kế:rất nhỏ

Nhìn chung xài ổn, hợp giá tiền",1
97518139810,5,ổn nm cái app nó qc lâu quá ngồi chờ nửa tiếng nó mới xog chán tht,Cân Điện Tử METIS Sạc USB Kết Nối Bluetooth Phân Tích Chỉ Số Cơ Thể Trọng Lượng Tối Đa 180kg,1,2026-05-03,https://shopee.vn/product/541665853/24614009220,Electronic,"Ổn , nm cái app nó qc lâu quá , ngồi chờ nửa tiếng nó mới xog chán tht",1
97516448277,5,giao hàng nhanh cũng mất khoảng tầm 5 phút là nóng nhưng mình thấy loại này nói_chung không_thể rất sánh được với máy là thông_thường,"Lược Chải Tóc Điện Ion Âm METIS Lược Duỗi Thẳng, Bảo Vệ Tóc Cao Cấp Với 50 Triệu Ion Âm",1,2026-05-03,https://shopee.vn/product/541665853/28405636063,Electronic,Giao hàng nhanh cũng mất khoảng tầm 5 phút là nóng nhưng mình thấy loại này nói chung không thể so sánh được với máy là thông thường,1
